County,Date,average_percent_change_from_baseline,New Cases
Seminole County,44023,-20.166666666666668,160
Seminole County,44024,-15.333333333333334,250
Seminole County,44025,-16.666666666666668,76
Seminole County,44026,-16.833333333333332,131
Seminole County,44027,-18.333333333333332,200
Seminole County,44028,-13.833333333333334,179
Seminole County,44029,-16.833333333333332,125
Seminole County,44030,-18.833333333333332,174
Seminole County,44031,-16.166666666666668,85
Seminole County,44032,-18.166666666666668,115
Seminole County,44033,-15.5,117
Seminole County,44034,-16.0,107
Seminole County,44035,-17.333333333333332,128
Seminole County,44036,-17.5,129
Seminole County,44037,-15.833333333333334,79
Seminole County,44038,-15.5,86
Seminole County,44039,-21.833333333333332,110
Seminole County,44040,-21.0,102
Seminole County,44041,-15.166666666666666,88
Seminole County,44042,-15.833333333333334,69
Seminole County,44043,-15.333333333333334,108
Seminole County,44044,-14.166666666666666,75
Seminole County,44045,-27.0,50
Seminole County,44046,-16.333333333333332,75
Seminole County,44047,-19.0,73
Seminole County,44048,-17.666666666666668,111
Seminole County,44049,-17.666666666666668,43
Seminole County,44050,-21.666666666666668,101
Seminole County,44051,-16.0,56
Seminole County,44052,-20.0,36
Seminole County,44053,-19.333333333333332,56
Seminole County,44054,-17.666666666666668,63
Seminole County,44055,-14.333333333333334,53
Seminole County,44056,-15.166666666666666,49
Seminole County,44057,-19.666666666666668,63
Seminole County,44058,-17.666666666666668,56
Seminole County,44059,-16.333333333333332,23
Seminole County,44060,-21.166666666666668,36
Seminole County,44063,-20.166666666666668,41
Seminole County,44064,-21.833333333333332,58
Seminole County,44065,-20.166666666666668,42
Seminole County,44066,-16.333333333333332,18
Seminole County,44071,-18.666666666666668,48
Seminole County,44072,-18.5,26
Seminole County,44073,-21.666666666666668,25
Seminole County,44074,-22.5,155
Seminole County,44078,-17.333333333333332,29
Seminole County,44079,-21.5,37
Seminole County,44080,-19.666666666666668,25
Seminole County,44083,-20.333333333333332,23
Seminole County,44085,-17.666666666666668,41
Seminole County,44086,-22.5,18
Seminole County,44087,-21.666666666666668,23
Seminole County,44088,-19.166666666666668,52
Seminole County,44089,-15.333333333333334,28
Seminole County,44090,-15.666666666666666,58
Seminole County,44091,-17.333333333333332,47
Seminole County,44092,-17.333333333333332,54
Seminole County,44093,-18.5,46
Seminole County,44094,-27.5,21
Seminole County,44095,-16.166666666666668,29
Seminole County,44096,-14.333333333333334,30
Seminole County,44097,-15.5,23
Seminole County,44098,-16.166666666666668,39
Seminole County,44099,-18.333333333333332,30
Seminole County,44100,-18.333333333333332,24
Seminole County,44101,-18.166666666666668,12
Seminole County,44102,-24.333333333333332,44
Seminole County,44103,-21.5,38
Seminole County,44104,-13.5,21
Seminole County,44105,-14.0,41
Seminole County,44106,-15.333333333333334,45
Seminole County,44107,-17.5,17
Seminole County,44108,-20.666666666666668,38
Seminole County,44109,-17.833333333333332,30
Seminole County,44110,-15.333333333333334,26
Seminole County,44111,-15.833333333333334,40
Seminole County,44112,-15.166666666666666,37
Seminole County,44113,-16.833333333333332,27
Seminole County,44114,-15.166666666666666,39
Seminole County,44115,-16.333333333333332,23
Seminole County,44116,-7.333333333333333,35
Seminole County,44117,-14.0,38
Seminole County,44118,-12.333333333333334,40
Seminole County,44119,-14.333333333333334,49
Seminole County,44120,-16.333333333333332,69
Seminole County,44121,-13.5,41
Seminole County,44122,-18.0,25
Seminole County,44123,-18.5,58
Seminole County,44124,-14.5,22
Seminole County,44125,-13.833333333333334,77
Seminole County,44126,-15.0,46
Seminole County,44127,-17.166666666666668,78
Seminole County,44128,-11.833333333333334,35
Seminole County,44129,-12.0,55
Seminole County,44130,-14.0,55
Seminole County,44131,-13.5,45
Seminole County,44132,-13.0,52
Seminole County,44133,-12.333333333333334,121
Seminole County,44134,-11.5,60
Seminole County,44135,2.8333333333333335,63
Seminole County,44136,-2.8333333333333335,31
Seminole County,44137,-15.666666666666666,67
Seminole County,44138,-12.833333333333334,71
Seminole County,44139,-17.666666666666668,78
Seminole County,44140,-17.0,81
Seminole County,44141,-17.666666666666668,58
Seminole County,44142,-17.166666666666668,79
Seminole County,44143,-19.666666666666668,63
Seminole County,44144,-27.833333333333332,86
Seminole County,44145,-20.5,67
Seminole County,44146,-22.0,85
Seminole County,44147,-23.833333333333332,84
Seminole County,44148,-18.833333333333332,82
Seminole County,44149,-15.666666666666666,91
Seminole County,44150,-15.166666666666666,80
Seminole County,44151,-17.333333333333332,89
Seminole County,44152,-16.333333333333332,130
Seminole County,44153,-15.833333333333334,98
Seminole County,44154,-17.0,113
Seminole County,44155,-17.333333333333332,84
Seminole County,44156,-15.666666666666666,90
Seminole County,44157,-18.166666666666668,83
Seminole County,44158,-15.166666666666666,76
Seminole County,44159,-6.666666666666667,63
Seminole County,44160,-3.8333333333333335,178
Seminole County,44161,-45.0,122
Seminole County,44162,-26.166666666666668,54
Seminole County,44163,-16.833333333333332,131
Seminole County,44164,-16.0,73
Seminole County,44165,-17.166666666666668,134
Seminole County,44166,-17.0,117
Seminole County,44167,-18.333333333333332,138
Seminole County,44168,-15.166666666666666,108
Seminole County,44169,-17.0,128
Seminole County,44170,-14.333333333333334,89
Seminole County,44171,-13.166666666666666,123
Seminole County,44172,-19.833333333333332,121
Seminole County,44173,-18.166666666666668,159
Seminole County,44174,-17.833333333333332,162
Seminole County,44175,-17.166666666666668,215
Seminole County,44176,-17.666666666666668,189
Seminole County,44177,-16.666666666666668,121
Seminole County,44178,-14.333333333333334,99
Seminole County,44179,-18.166666666666668,180
Seminole County,44180,-15.833333333333334,172
Seminole County,44181,-19.333333333333332,175
Seminole County,44182,-17.833333333333332,175
Seminole County,44183,-17.833333333333332,148
Seminole County,44184,-11.666666666666666,116
Seminole County,44185,-14.5,113
Seminole County,44186,-12.0,154
Seminole County,44187,-6.333333333333333,183
Seminole County,44188,-2.0,185
Seminole County,44189,-13.333333333333334,150
Seminole County,44190,-54.166666666666664,119
Seminole County,44191,-25.166666666666668,63
Seminole County,44192,-20.5,101
Seminole County,44193,-16.5,194
Seminole County,44194,-11.833333333333334,177
Seminole County,44195,-8.666666666666666,265
Seminole County,44196,-12.0,279
Seminole County,44197,-33.333333333333336,180
Seminole County,44198,-16.5,190
Seminole County,44199,-20.666666666666668,159
Seminole County,44200,-16.166666666666668,327
Seminole County,44201,-17.5,335
Seminole County,44202,-19.0,267
Seminole County,44203,-19.166666666666668,290
Seminole County,44204,-19.0,222
St. Johns County,43902,20.5,1
St. Johns County,43904,9.333333333333334,1
St. Johns County,43906,8.5,1
St. Johns County,43908,2.3333333333333335,2
St. Johns County,43910,-9.833333333333334,5
St. Johns County,43911,-17.666666666666668,2
St. Johns County,43912,-19.833333333333332,8
St. Johns County,43913,-18.666666666666668,3
St. Johns County,43914,-16.5,4
St. Johns County,43915,-17.333333333333332,3
St. Johns County,43916,-17.666666666666668,9
St. Johns County,43917,-23.0,9
St. Johns County,43918,-26.666666666666668,4
St. Johns County,43919,-29.666666666666668,12
St. Johns County,43920,-24.666666666666668,6
St. Johns County,43921,-23.166666666666668,14
St. Johns County,43922,-20.333333333333332,11
St. Johns County,43923,-20.833333333333332,13
St. Johns County,43924,-30.166666666666668,16
St. Johns County,43925,-37.0,16
St. Johns County,43926,-40.0,7
St. Johns County,43927,-29.166666666666668,6
St. Johns County,43928,-25.833333333333332,5
St. Johns County,43929,-26.5,4
St. Johns County,43930,-26.0,7
St. Johns County,43931,-29.666666666666668,3
St. Johns County,43932,-31.333333333333332,4
St. Johns County,43933,-48.333333333333336,5
St. Johns County,43934,-31.5,2
St. Johns County,43935,-31.833333333333332,1
St. Johns County,43936,-30.5,4
St. Johns County,43937,-25.666666666666668,3
St. Johns County,43938,-29.666666666666668,5
St. Johns County,43941,-29.166666666666668,2
St. Johns County,43942,-20.5,2
St. Johns County,43943,-19.833333333333332,1
St. Johns County,43944,-23.5,6
St. Johns County,43945,-30.666666666666668,2
St. Johns County,43946,-28.0,1
St. Johns County,43948,-23.0,4
St. Johns County,43950,-18.5,1
St. Johns County,43951,-21.833333333333332,1
St. Johns County,43952,-18.166666666666668,1
St. Johns County,43953,-21.0,1
St. Johns County,43955,-15.0,1
St. Johns County,43956,-11.5,2
St. Johns County,43958,-12.0,1
St. Johns County,43959,-11.5,1
St. Johns County,43961,-18.0,1
St. Johns County,43962,-11.833333333333334,1
St. Johns County,43963,-8.666666666666666,4
St. Johns County,43964,-8.333333333333334,3
St. Johns County,43967,-10.833333333333334,1
St. Johns County,43969,-11.5,2
St. Johns County,43970,-6.333333333333333,1
St. Johns County,43971,-4.833333333333333,1
St. Johns County,43972,-2.1666666666666665,2
St. Johns County,43973,-2.5,1
St. Johns County,43974,0.3333333333333333,3
St. Johns County,43975,9.666666666666666,1
St. Johns County,43976,-16.833333333333332,1
St. Johns County,43977,-15.0,3
St. Johns County,43979,-9.5,6
St. Johns County,43980,-8.0,3
St. Johns County,43981,-4.0,7
St. Johns County,43984,0.5,2
St. Johns County,43985,3.1666666666666665,2
St. Johns County,43986,-11.0,2
St. Johns County,43987,-8.0,5
St. Johns County,43988,-15.0,3
St. Johns County,43989,-19.0,3
St. Johns County,43990,-11.166666666666666,3
St. Johns County,43991,-6.166666666666667,1
St. Johns County,43992,-3.0,3
St. Johns County,43993,-0.5,3
St. Johns County,43994,0.8333333333333334,8
St. Johns County,43995,-0.3333333333333333,12
St. Johns County,43996,2.6666666666666665,7
St. Johns County,43997,0.6666666666666666,17
St. Johns County,43998,5.5,9
St. Johns County,43999,5.166666666666667,15
St. Johns County,44000,4.166666666666667,20
St. Johns County,44001,-1.1666666666666667,45
St. Johns County,44002,3.8333333333333335,36
St. Johns County,44003,6.833333333333333,37
St. Johns County,44004,0.3333333333333333,23
St. Johns County,44005,-0.5,40
St. Johns County,44006,1.3333333333333333,51
St. Johns County,44007,2.6666666666666665,85
St. Johns County,44008,-1.8333333333333333,71
St. Johns County,44009,-3.8333333333333335,85
St. Johns County,44010,2.1666666666666665,57
St. Johns County,44011,-2.0,59
St. Johns County,44012,-3.8333333333333335,44
St. Johns County,44013,2.0,80
St. Johns County,44014,2.8333333333333335,95
St. Johns County,44015,1.1666666666666667,77
St. Johns County,44016,-12.833333333333334,67
St. Johns County,44017,-8.833333333333334,57
St. Johns County,44018,-6.333333333333333,46
St. Johns County,44019,-4.5,92
St. Johns County,44020,-1.8333333333333333,108
St. Johns County,44021,-1.3333333333333333,90
St. Johns County,44022,-4.5,75
St. Johns County,44023,-5.5,64
St. Johns County,44024,-1.1666666666666667,49
St. Johns County,44025,-5.666666666666667,116
St. Johns County,44026,-7.166666666666667,56
St. Johns County,44027,-0.6666666666666666,98
St. Johns County,44028,-1.6666666666666667,85
St. Johns County,44029,-7.166666666666667,64
St. Johns County,44030,-5.5,107
St. Johns County,44031,-2.5,95
St. Johns County,44032,-7.166666666666667,71
St. Johns County,44033,-5.333333333333333,53
St. Johns County,44034,-6.5,44
St. Johns County,44035,-6.333333333333333,90
St. Johns County,44036,-7.0,74
St. Johns County,44037,-4.166666666666667,58
St. Johns County,44038,-3.1666666666666665,71
St. Johns County,44039,-11.833333333333334,69
St. Johns County,44040,-8.833333333333334,75
St. Johns County,44041,-9.0,34
St. Johns County,44042,-5.166666666666667,49
St. Johns County,44043,-5.166666666666667,48
St. Johns County,44044,-4.833333333333333,57
St. Johns County,44045,-17.333333333333332,36
St. Johns County,44046,-17.166666666666668,59
St. Johns County,44047,-7.166666666666667,27
St. Johns County,44048,-6.666666666666667,61
St. Johns County,44049,-8.333333333333334,34
St. Johns County,44050,-12.0,42
St. Johns County,44051,-5.5,45
St. Johns County,44052,-4.333333333333333,25
St. Johns County,44053,-8.833333333333334,79
St. Johns County,44054,-12.666666666666666,33
St. Johns County,44055,-6.5,39
St. Johns County,44056,-6.0,67
St. Johns County,44057,-11.666666666666666,60
St. Johns County,44058,-7.333333333333333,24
St. Johns County,44059,-1.8333333333333333,9
St. Johns County,44085,-11.333333333333334,44
St. Johns County,44086,-10.166666666666666,33
St. Johns County,44087,-15.5,14
St. Johns County,44088,-9.166666666666666,25
St. Johns County,44089,-6.5,25
St. Johns County,44090,-7.5,42
St. Johns County,44091,-9.0,42
St. Johns County,44092,-8.666666666666666,37
St. Johns County,44093,-19.333333333333332,30
St. Johns County,44094,-14.833333333333334,13
St. Johns County,44095,-8.833333333333334,28
St. Johns County,44096,-5.666666666666667,30
St. Johns County,44097,-4.666666666666667,33
St. Johns County,44098,-4.833333333333333,34
St. Johns County,44099,-8.166666666666666,42
St. Johns County,44100,-6.666666666666667,29
St. Johns County,44101,-14.0,29
St. Johns County,44102,-13.0,30
St. Johns County,44103,-9.5,31
St. Johns County,44104,-3.6666666666666665,33
St. Johns County,44105,-3.5,23
St. Johns County,44106,-6.333333333333333,50
St. Johns County,44107,-8.333333333333334,21
St. Johns County,44108,-17.166666666666668,12
St. Johns County,44109,-12.5,41
St. Johns County,44110,-6.666666666666667,22
St. Johns County,44111,-5.5,30
St. Johns County,44112,-3.8333333333333335,21
St. Johns County,44113,-8.166666666666666,20
St. Johns County,44114,-5.666666666666667,39
St. Johns County,44115,-5.5,29
St. Johns County,44116,-3.3333333333333335,29
St. Johns County,44117,-1.1666666666666667,55
St. Johns County,44118,-1.8333333333333333,48
St. Johns County,44119,-2.5,43
St. Johns County,44120,-4.166666666666667,41
St. Johns County,44121,-3.6666666666666665,33
St. Johns County,44122,-3.3333333333333335,19
St. Johns County,44123,-10.666666666666666,53
St. Johns County,44124,-6.0,51
St. Johns County,44125,-5.666666666666667,71
St. Johns County,44126,-5.666666666666667,44
St. Johns County,44127,-5.5,41
St. Johns County,44128,-2.6666666666666665,36
St. Johns County,44129,-1.8333333333333333,43
St. Johns County,44130,-5.5,57
St. Johns County,44131,-3.5,55
St. Johns County,44132,-1.5,65
St. Johns County,44133,-1.8333333333333333,55
St. Johns County,44134,-3.6666666666666665,39
St. Johns County,44135,-4.0,75
St. Johns County,44136,-8.333333333333334,43
